Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, Aug 11",COL,Home,ATL,,,,,,,,,,,,,,,,
"Monday, Aug 12",COL,@,ARI,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",COL,@,ARI,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",COL,@,ARI,,,,,,,,,,,,,,,,
"Friday, Aug 16",COL,Home,SDP,,,,,,,,,,,,,,,,
"Saturday, Aug 17",COL,Home,SDP,,,,,,,,,,,,,,,,
"Sunday, Aug 18",COL,Home,SDP,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",COL,@,WSN,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",COL,@,WSN,,,,,,,,,,,,,,,,
"Thursday, Aug 22",COL,@,WSN,,,,,,,,,,,,,,,,
"Friday, Aug 23",COL,@,NYY,,,,,,,,,,,,,,,,
"Saturday, Aug 24",COL,@,NYY,,,,,,,,,,,,,,,,
"Sunday, Aug 25",COL,@,NYY,,,,,,,,,,,,,,,,
"Monday, Aug 26",COL,Home,MIA,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",COL,Home,MIA,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",COL,Home,MIA,,,,,,,,,,,,,,,,
"Thursday, Aug 29",COL,Home,MIA,,,,,,,,,,,,,,,,
"Friday, Aug 30",COL,Home,BAL,,,,,,,,,,,,,,,,
"Saturday, Aug 31",COL,Home,BAL,,,,,,,,,,,,,,,,
"Sunday, Sep 1",COL,Home,BAL,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",COL,@,ATL,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",COL,@,ATL,,,,,,,,,,,,,,,,
"Thursday, Sep 5",COL,@,ATL,,,,,,,,,,,,,,,,
"Friday, Sep 6",COL,@,MIL,,,,,,,,,,,,,,,,
"Saturday, Sep 7",COL,@,MIL,,,,,,,,,,,,,,,,
"Sunday, Sep 8",COL,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",COL,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",COL,@,DET,,,,,,,,,,,,,,,,
"Thursday, Sep 12",COL,@,DET,,,,,,,,,,,,,,,,
"Friday, Sep 13",COL,Home,CHC,,,,,,,,,,,,,,,,
"Saturday, Sep 14",COL,Home,CHC,,,,,,,,,,,,,,,,
"Sunday, Sep 15",COL,Home,CHC,,,,,,,,,,,,,,,,
"Monday, Sep 16",COL,Home,ARI,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",COL,Home,ARI,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",COL,Home,ARI,,,,,,,,,,,,,,,,
"Friday, Sep 20",COL,@,LAD,,,,,,,,,,,,,,,,
"Saturday, Sep 21",COL,@,LAD,,,,,,,,,,,,,,,,
"Sunday, Sep 22",COL,@,LAD,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",COL,Home,STL,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",COL,Home,STL,,,,,,,,,,,,,,,,
"Thursday, Sep 26",COL,Home,STL,,,,,,,,,,,,,,,,
"Friday, Sep 27",COL,Home,LAD,,,,,,,,,,,,,,,,
"Saturday, Sep 28",COL,Home,LAD,,,,,,,,,,,,,,,,
"Sunday, Sep 29",COL,Home,LAD,,,,,,,,,,,,,,,,
