Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Friday, May 10",NYY,@,TBR,W,2.0,0.0,9.0,26-14,2.0,0.5,Schmidt,Bradley,Holmes,2:39,N,18041.0,1.30,1.0,
"Saturday, May 11",NYY,@,TBR,L,2.0,7.0,9.0,26-15,2.0,1.5,Littell,Cortés,None,2:27,D,21308.0,1.27,-1.0,
"Sunday, May 12",NYY,@,TBR,W,10.0,6.0,9.0,27-15,2.0,0.5,Gil,Alexander,None,2:56,D,20694.0,1.24,1.0,
"Tuesday, May 14",NYY,@,MIN,W,5.0,1.0,9.0,28-15,1.0,up 0.5,Rodón,Paddack,None,2:38,N,23805.0,1.24,2.0,
"Wednesday, May 15",NYY,@,MIN,W,4.0,0.0,9.0,29-15,1.0,up 0.5,Stroman,López,None,2:38,N,22235.0,1.26,3.0,
"Thursday, May 16",NYY,@,MIN,W,5.0,0.0,9.0,30-15,1.0,up 1.0,Schmidt,Ryan,None,2:15,D,31569.0,1.22,4.0,
"Friday, May 17",NYY,Home,CHW,W,4.0,2.0,9.0,31-15,1.0,up 1.0,Cortés,Clevinger,Holmes,2:32,N,46025.0,1.14,5.0,
"Saturday, May 18",NYY,Home,CHW,W,6.0,1.0,9.0,32-15,1.0,up 2.0,Gil,Keller,None,2:29,D,43194.0,1.07,6.0,
"Sunday, May 19",NYY,Home,CHW,W,7.0,2.0,9.0,33-15,1.0,up 2.0,Rodón,Flexen,None,2:33,D,41041.0,1.04,7.0,
"Monday, May 20",NYY,Home,SEA,L,4.0,5.0,9.0,33-16,1.0,up 2.0,Bazardo,Holmes,Muñoz,2:34,N,37590.0,1.15,-1.0,
"Tuesday, May 21",NYY,Home,SEA,L,3.0,6.0,9.0,33-17,1.0,up 2.0,Woo,Schmidt,Muñoz,2:58,N,37257.0,1.13,-2.0,
"Wednesday, May 22",NYY,Home,SEA,W,7.0,3.0,9.0,34-17,1.0,up 3.0,Cortés,Miller,None,2:43,N,40224.0,1.23,1.0,
"Thursday, May 23",NYY,Home,SEA,W,5.0,0.0,9.0,35-17,1.0,up 3.0,Gil,Castillo,Holmes,2:43,D,43121.0,1.21,2.0,
"Friday, May 24",NYY,@,SDP,W,8.0,0.0,9.0,36-17,1.0,up 3.0,Rodón,Darvish,None,2:31,N,43505.0,1.07,3.0,
