Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, Jun 17",BOS,@,TOR,W,7.0,3.0,9.0,38-35,3.0,11.5,Pivetta,Kikuchi,Jansen,2:43,N,29907.0,.75,3.0,
"Tuesday, Jun 18",BOS,@,TOR,W,4.0,3.0,9.0,39-35,3.0,11.5,Kelly,Little,Jansen,2:56,N,38595.0,.78,4.0,
"Wednesday, Jun 19",BOS,@,TOR,W,7.0,3.0,9.0,40-35,3.0,10.5,Bello,Gausman,None,2:54,N,38906.0,.82,5.0,
"Friday, Jun 21",BOS,@,CIN,L,2.0,5.0,9.0,40-36,3.0,10.0,Abbott,Crawford,Díaz,2:30,N,37146.0,.79,-1.0,
"Saturday, Jun 22",BOS,@,CIN,W,4.0,3.0,9.0,41-36,3.0,10.0,Kelly,Wilson,Jansen,2:53,D,31803.0,.79,1.0,
"Sunday, Jun 23",BOS,@,CIN,W,7.0,4.0,9.0,42-36,3.0,9.0,Bernardino,Lodolo,Jansen,2:53,D,29199.0,.80,2.0,
"Monday, Jun 24",BOS,Home,TOR,W-wo,7.0,6.0,9.0,43-36,3.0,8.5,Jansen,Pop,None,2:37,N,35856.0,.90,3.0,
"Tuesday, Jun 25",BOS,Home,TOR,L,4.0,9.0,9.0,43-37,3.0,8.5,Gausman,Bello,None,2:45,N,34546.0,.95,-1.0,
"Friday, Jun 28",BOS,Home,SDP,L,2.0,9.0,9.0,43-38,3.0,8.5,Kolek,Pivetta,None,2:49,N,33540.0,.92,-2.0,
"Saturday, Jun 29",BOS,Home,SDP,L,1.0,11.0,9.0,43-39,3.0,9.5,King,Houck,None,2:35,D,33003.0,.87,-3.0,
"Sunday, Jun 30",BOS,Home,SDP,W,4.0,1.0,9.0,44-39,3.0,8.5,Winckowski,Waldron,Jansen,2:28,D,30665.0,.88,1.0,
"Tuesday, Jul 2",BOS,@,MIA,W,8.0,3.0,9.0,45-39,3.0,8.5,Crawford,Bellozo,None,2:30,N,14676.0,.89,2.0,
"Wednesday, Jul 3",BOS,@,MIA,W,7.0,2.0,9.0,46-39,3.0,8.5,Bello,Rogers,None,2:50,N,20285.0,.92,3.0,
